nbm_code,nbm_name
5701.90.0201,"TAPETES DE MATERIA TEXTIL,FEITOS A MAQUINA"
5701.90.0202,"TAPETES DE ALGODAO,FEITOS A MAQUINA"
5701.90.0299,"QQ.OUT.TAPETE DE OUT.MATERIA TEXTIL,FEITO A MAQUINA"
5702.10.0000,"TAPETES DE MATERIA TEXTIL ""KELIM/ETC"",TECIDOS A MAO"
5702.20.0000,"REVESTIMENTO P/PAVIMENTOS,DE CAIRO (FIBRAS DE COCO)"
5702.31.0000,"TAPETES DE LA/PELOS FINOS,AVELUDADOS,N/CONFECCIONADOS"
5702.32.0000,"TAPETES DE MATAVELUDADOSA,AVELUDADOS,N/CONFECCIONADOS"
5702.39.0000,"TAPETES DE OUT.MATERIA TEXTIL,AVELUDADOS,N/CONFECCIONAD"
5702.41.0000,"TAPETES DE LA/PELOS FINOS,AVELUDADOS,CONFECCIONADOS"
5702.42.0000,"TAPETES DE MATERIA TEXTIL,AVELUDADOS,CONFECCIONADOS"
5702.49.0000,"TAPETES DE OUT.MATERIA TEXTIL,AVELUDADOS,CONFECCIONADOS"
5702.51.0000,"TAPETES DE LA/PELOS FINOS,N/AVELUDADOS,N/CONFECCIONADOS"
5702.52.0000,"TAPETES DE MATERIA TEXTIL,N/AVELUDADOS,N/CONFECCIONADOS"
5702.59.0000,"TAPETES DE OUT.MATERIA TEXTIL,N/AVELUDOS,N/CONFECCIONAD"
5702.91.0000,"TAPETES DE LA/PELOS FINOS,N/AVELUDADOS,CONFECCIONADOS"
5702.92.0000,"TAPETES DE MATERIA TEXTIL,N/AVELUDADOS,CONFECCIONADOS"
5702.99.0000,"TAPETES DE OUT.MATERIA TEXTIL,N/AVELUDADOS,CONFECCIONAD"
5703.10.0000,"TAPETES/OUT.REVESTIMENTO,P/PAVIMENTOS,DE LA/PELOS FINOS"
5703.20.0000,"TAPETES/OUT.REVESTIMENTO,P/PAVIMENTOS,DE NAILON/ETC"
5703.30.0000,"TAPETES/OUT.REVESTIM.P/PAVIMENTO,DE OUT.MATERIA SINTET/"
5703.90.0000,"TAPETES/OUT.REVESTIM.P/PAVIMENTO,DE OUT.MATERIA TEXTIL"
5704.10.0101,"LADRILHO DE FELTRO,SUPERF<=0.3M2,N/TRAB.IMPREGN/REVEST."
5704.10.0199,"QQ.OUT.LADRILHO,DE FELTRO,SUPERF<=0.3M2,N/TRABALHADO"
5704.10.9900,"LADRILHO DE FELTRO,SUPERF<=0.3M2,TRABALHADO"
5704.90.0101,"OUTS.TAPETES DE FELTRO,N/TRAB.IMPREGNADOS/REVESTIDOS"
5704.90.0199,"QQ.OUT.TAPETE/REVEST.P/PAVIMENTO,DE FELTRO,N/TRABALHADO"
5704.90.9900,"OUTS.TAPETES/ETC.DE FELTRO,TRABALHADOS"
5705.00.0000,OUTS.TAPETES/ETC.DE MATERIA TEXTIL
5801.10.0100,"VELUDO/PELUCIA,DE LA/PELOS FINOS,IMPREGN/ETC.C/BORRACHA"
5801.10.0200,"VELUDO/PELUCIA,DE LA/PELOS FINOS,IMPREGN.C/OUT.MATERIA"
5801.10.9900,"VELUDO/PELUCIA,DE LA/PELOS FINOS,N/IMPREGNADO,N/REVEST."
5801.21.0100,"VELUDO/PELUCIA,DE ALGODAO,TRAMA,N/CORT.IMPREGN.BORRACHA"
5801.21.0200,"VELUDO/PELUCIA,DE ALGODAO,TRAMA,N/CORTADO,C/OUT.MATERIA"
5801.21.9900,"VELUDO/PELUCIA,DE ALGODAO,TRAMA,N/CORTADO,S/OUT.MATERIA"
5801.22.0100,"VELUDO/PELUCIA,DE ALGODAO,TRAMA,CORTAD.IMPREGN.BORRACHA"
5801.22.0200,"VELUDO/PELUCIA,DE ALGODAO,TRAMA,CORTADO,C/OUT.MATERIA"
5801.22.9900,"VELUDO/PELUCIA,DE ALGODAO,TRAMA,CORTADO,S/OUT.MATERIA"
5801.23.0100,"OUTS.VELUDOS/PELUCIAS,DE ALGODAO,OUT.TRAMA,C/BORRACHA"
5801.23.0200,"OUTS.VELUDOS/PELUCIAS,DE ALGODAO,OUT.TRAMA/OUT.MATERIA"
5801.23.9900,"OUTS.VELUDOS/ETC.DE ALGODAO,OUT.TRAMA,S/OUT.MATERIA"
5801.24.0100,"VELUDO/PELUCIA,DE ALGODAO,URDIDURA,N/CORTADO,C/BORRACHA"
5801.24.0200,"VELUDO/PELUCIA,DE ALGODAO,URDIDURA,N/CORT.C/OUT.MATERIA"
5801.24.9900,"VELUDO/PELUCIA,DE ALGODAO,URDIDURA,N/CORT.S/OUT.MATERIA"
5801.25.0100,"VELUDO/PELUCIA,DE ALGODAO,URDIDURA,CORTADO,C/BORRACHA"
5801.25.0200,"VELUDO/PELUCIA,DE ALGODAO,URDIDURA,CORTAD.C/OUT.MATERIA"
5801.25.9900,"VELUDO/PELUCIA,DE ALGODAO,URDIDURA,CORTAD.S/OUT.MATERIA"
5801.26.0100,"TECIDO DE FROCO DE ALGODAO,IMPREGN/REVEST.C/BORRACHA"
5801.26.0200,"TECIDO DE FROCO DE ALGODAO,IMPREGN/REVEST.C/OUT.MATERIA"
5801.26.9900,"OUTS.TECIDOS DE FROCO DE ALGODAO,N/IMPREGNADOS,N/REVEST"
5801.31.0100,"VELUDO/PELUCIA,DE FIBRA TEXT.TRAMA,N/CORTADO,C/BORRACHA"
5801.31.0200,"VELUDO/PELUCIA,DE FIBRA TEXT.TRAMA,N/CORT.C/OUT.MATERIA"
5801.31.9900,"VELUDO/PELUCIA,DE FIBRA TEXT.TRAMA,N/CORT.S/OUT.MATERIA"
5801.32.0100,"VELUDO/PELUCIA,DE FIBRA TEXT.TRAMA,CORTADO,C/BORRACHA"
5801.32.0200,"VELUDO/PELUCIA,DE FIBRA TEXT.TRAMA,CORTAD.C/OUT.MATERIA"
5801.32.9900,"VELUDO/PELUCIA,DE FIBRA TEXT.TRAMA,CORTAD.S/OUT.MATERIA"
5801.33.0100,"OUTS.VELUDOS/ETC.DE FIBRA TEXTIL,OUT.TRAMA,C/BORRACHA"
5801.33.0200,"OUTS.VELUDOS/ETC.DE FIBRA TEXT.OUT.TRAMA,C/OUT.MATERIA"
5801.33.9900,"OUTS.VELUDOS/ETC.DE FIBRA TEXT.OUT.TRAMA,S/OUT.MATERIA"
5801.34.0100,"VELUDO/PELUCIA,DE FIBRA TEXT.URDIDURA,N/CORT.C/BORRACHA"
5801.34.0200,"VELUDO/ETC.DE FIBRA TEXT.URDIDURA,N/CORT.C/OUT.MATERIA"
5801.34.9900,"VELUDO/ETC.DE FIBRA TEXT.URDIDURA,N/CORT.S/OUT.MATERIA"
5801.35.0100,"VELUDO/PELUCIA,DE FIBRA TEXT.URDIDURA,CORTAD.C/BORRACHA"
5801.35.0200,"VELUDO/ETC.DE FIBRA TEXT.URDIDURA,CORTADO,C/OUT.MATERIA"
5801.35.9900,"VELUDO/ETC.DE FIBRA TEXT.URDIDURA,CORTADO,S/OUT.MATERIA"
5801.36.0100,TECIDO DE FROCO DE FIBRA SINT/ARTIF.IMPREGN.C/BORRACHA
5801.36.0200,TECIDO DE FROCO DE FIBRA SINT/ARTIF.C/OUT.MATERIA
5801.36.9900,OUTS.TECIDOS DE FROCO DE FIBRA SINTETICA/ARTIFICIAL
5801.90.0101,"VELUDO/PELUCIA,DE CANHAMO,IMPREGN.C/BORRACHA,P>500G/M2"
5801.90.0102,"VELUDO/PELUCIA,DE CANHAMO,C/OUT.MATERIA,P>500G/M2"
5801.90.0199,"QQ.OUT.VELUDO/ETC.DE CANHAMO,P>500G/M2,S/OUT.MATERIA"
5801.90.9901,"VELUDO/PELUCIA,DE OUT.MATERIA TEXTIL,IMPREGN.C/BORRACHA"
5801.90.9902,"VELUDO/PELUCIA,DE OUT.MATERIA TEXTIL,C/OUT.MATERIA"
5801.90.9999,"QQ.OUT.VELUDO/ETC.DE OUT.MATERIA TEXTIL,S/OUT.MATERIA"
5802.11.0100,"TECIDO ATOALHADO,DE ALGODAO,CRU,IMPREGN.C/BORRACHA"
5802.11.0200,"TECIDO ATOALHADO,DE ALGODAO,CRU,IMPREGN.C/OUT.MATERIA"
5802.11.9900,"OUTS.TECIDOS ATOALHADOS,DE ALGODAO,CRUS,N/IMPREGNADOS/"
5802.19.0100,"OUTS.TECIDOS ATOALHADOS,DE ALGODAO,IMPREGN.C/BORRACHA"
5802.19.0200,"OUTS.TECIDOS ATOALHADOS,DE ALGODAO,IMPREGN.OUT.MATERIA"
5802.19.9900,"OUTS.TECIDOS ATOALHADOS,DE ALGODAO,S/OUT.MATERIA"
5802.20.0100,"TECIDO ATOALHADO,DE OUT.MATERIA TEXT.IMPREGN.C/BORRACHA"
5802.20.0200,"TECIDO ATOALHADO,DE OUT.MATERIA TEXTIL,C/OUT.MATERIA"
5802.20.9900,"OUTS.TECIDOS ATOALHADOS,DE OUTS.MATERIAS TEXTEIS"
5802.30.0101,FELTRO IMPREGNADO/REVESTIDO C/BORRACHA
5802.30.0102,"FALSOS TECIDOS,IMPREGNADO/REVESTIDO C/BORRACHA"
5802.30.0199,"QQ.OUT.TECIDO TUFADO,IMPREGNADO/REVESTIDO C/BORRACHA"
5802.30.0201,FELTRO IMPREGNADO/REVESTIDO DE OUTS.MATERIAS
5802.30.0202,"FALSOS TECIDOS,IMPREGNADOS/REVESTIDOS,DE OUTS.MATERIA"
5802.30.0299,"QQ.OUT.TECIDO TUFADO,IMPREGNADO/REVESTIDO C/OUT.MATERIA"
5802.30.9900,"OUTS.TECIDOS TUFADOS,N/IMPREGNADOS,N/REVESTIDOS"
5803.10.0100,"TECIDO DE ALGODAO,EM PTO.GAZE,CRU,N/MERCERIZADO"
5803.10.9900,"OUTS.TECIDOS DE ALGODAO,EM PONTO DE GAZE"
5803.90.0100,"TECIDO DE OUT.MATERIA TEXTIL,EM PTO.GAZE,C/FIO BORRACHA"
5803.90.9900,"OUTS.TECIDOS DE OUT.MATERIA TEXTIL,EM PONTO DE GAZE"
5804.10.0100,TULES/FILO/ETC.IMPREGNADOS/REVESTIDOS C/BORRACHA
5804.10.0200,TULES/FILO/ETC.IMPREGNADOS/REVESTIDOS C/OUT.MATERIA
5804.10.9900,"TULES/FILO/ETC.NAO IMPREGNADOS,NEM REVESTIDOS"
5804.21.0100,"RENDA DE FIBRA SINTET/ARTIF.DE FABR.MECANICA,C/BORRACHA"
5804.21.0200,RENDA DE FIBRA SINTET/ARTIF.DE FABR.MECAN.C/OUT.MATERIA
5804.21.9900,RENDA DE FIBRA SINTET/ARTIF.DE FABR.MECAN.S/OUT.MATERIA
5804.29.0100,"RENDA DE OUT.MATERIA TEXTIL,DE FABR.MECANICA,C/BORRACHA"
5804.29.0200,"RENDA DE OUT.MATERIA TEXTIL,DE FABR.MECAN.C/OUT.MATERIA"
5804.29.9900,"RENDA DE OUT.MATERIA TEXTIL,DE FABR.MECAN.S/OUT.MATERIA"
5804.30.0100,"RENDA DE FABR.MANUAL,IMPREGNADO/REVEST/ETC.C/BORRACHA"
5804.30.0200,"RENDA DE FABR.MANUAL,IMPREGNADO/REVESTIDO,C/OUT.MATERIA"
5804.30.9900,"RENDA DE FABR.MANUAL,NAO IMPREGNADA,NEM REVESTIDA"
5805.00.0000,TAPECARIA TECIDA A MAO/TAPECARIA FEITA A AGULHA
5806.10.0100,FITA DE VELUDO/ETC.DE FIO TEXTIL C/FIO DE BORRACHA
5806.10.9900,OUTS.FITAS DE VELUDO/PELUCIA/TECIDO DE FROCO/ATOALHADO
5806.20.0100,FITA DE FIO TEXTIL C/FIO DE BORRACHA
5806.20.9900,FITA DE FIO TEXTIL C/FIO DE ELASTOMERO
5806.31.0100,FITA DE ALGODAO C/FIO DE BORRACHA
5806.31.9901,FITA DE ALGODAO N/ENTINTADA P/MAQ.ESCREVER/CALCULAR/ETC
5806.31.9999,QQ.OUT.FITA DE ALGODAO
5806.32.0100,FITA DE FIBRA TEXTIL C/FIO DE BORRACHA
5806.32.9901,"FITA DE FIBRA TEXTIL,N/ENTINTADA,P/MAQ.DE ESCREVER/ETC."
5806.32.9999,QQ.OUT.FITA DE FIBRA TEXTIL SINTETICA/ARTIFICIAL
5806.39.0100,FITA DE OUT.MATERIA TEXTIL C/FIO DE BORRACHA
5806.39.9901,FITA DE OUT.MATERIA TEXTIL N/ENTINTADA P/MAQS.ESCREVER/
5806.39.9999,"QQ.OUT.FITA DE OUT.MATERIA TEXTIL,P/OUTS.USOS"
5806.40.0100,"FITA DE FIO TEXTIL C/FIO DE BORRACHA,S/TRAMA"
5806.40.9900,"OUTS.FITAS DE FIO/FIBRA PARALELIZADA/COLADA,S/TRAMA"
5807.10.0000,ETIQUETA/EMBLEMA/ETC.DE TECIDOS
5807.90.0100,ETIQUETA/EMBLEMA/ETC.DE FELTROS
5807.90.0200,ETIQUETA/EMBLEMA/ETC.DE FALSOS TECIDOS
5807.90.0301,"ETIQUETA/ETC.DE MALHA N/ELASTICA,S/BORRACHA,EM PECAS"
5807.90.0399,"QQ.OUT.ETIQUETA/ETC.DE MALHA N/ELAST.S/BORRACHA,EM FITA"
5808.10.0100,"ENTRANCADO DE FIO TEXTIL C/FIO DE BORRACHA,EM PECAS"
5808.10.9900,OUTS.ENTRANCADOS EM PECAS
5808.90.0100,ARTIGO DE PASSAMANARIA/ETC.DE FIO TEXTIL C/FIO BORRACHA
5808.90.9901,BORLAS E POMPONS E ARTEFATOS SEMELHANTES
5808.90.9999,"QQ.OUT.ARTEFATO DE PASSAMANARIA/ORNAMENTAL,EM PECAS"
5809.00.0100,TECIDO DE FIOS DE METAL PRECIOSO C/FIBRA TEXTIL
5809.00.0200,TECIDO DE FIOS DE METAL COMUM C/FIBRA TEXTIL
5809.00.9900,OUTS.TECIDOS DE FIOS DE METAL/FIOS TEXTEIS METALIZADOS
5810.10.0100,BORDADOS QUIMICOS/AEREOS/ETC.DE ALGODAO
5810.10.0200,BORDADOS QUIMICOS/AEREOS/ETC.DE FIBRA TEXTIL SINT/ARTIF
5810.10.9900,BORDADOS QUIMICOS/AEREOS/ETC.DE OUTS.MATERIAS TEXTEIS
5810.91.0000,OUTS.BORDADOS DE ALGODAO
5810.92.0000,OUTS.BORDADOS DE FIBRA TEXTIL SINTETICA/ARTIFICIAL
5810.99.0000,OUTS.BORDADOS DE OUTS.MATERIAS TEXTEIS
5811.00.0100,"ARTEFATO TEXTIL,DE TECIDO IMPREGN.C/BORRACHA,EM PECAS"
5811.00.0200,"ARTEFATO TEXT.DE TECIDO IMPREGN.C/OUT.MATERIA,EM PECAS"
5811.00.9901,"ARTEFATO TEXT.DE TECIDO TEXTUR.C/FIO BORRACHA,EM PECAS"
5811.00.9902,"ARTEFATO TEXTIL,DE TECIDO DE CANHAMO,EM PECAS>500G/M2"
5811.00.9903,"ARTEFATO TEXTIL,DE PASTAS,EM PECAS"
5811.00.9904,"ARTEFATO TEXTIL,DE FELTRO,EM PECAS"
5811.00.9905,"ARTEFATO TEXTIL,DE FALSOS TECIDOS,EM PECAS"
5811.00.9999,"QQ.OUT.ARTEFATO TEXTIL,DE OUT.MATERIA,EM PECAS"
5901.10.0000,"TECIDO REVEST.DE COLA/MATERIA AMILACEA,P/CARTONAGEM/ETC"
5901.90.0000,"TELAS P/DECALQUE,TELAS P/DESENHO/PINTURA,ENTRETELA/ETC."
5902.10.0100,"TELAS P/PNEUMATICOS,C/FIOS DE NAILON,IMPREGN.C/BORRACHA"
5902.10.9900,"TELAS P/PNEUMATICOS,C/FIOS DE NAILON/ETC.S/BORRACHA"
5902.20.0100,"TELAS P/PNEUMATICOS,C/FIOS POLIESTER,IMPREGN.C/BORRACHA"
5902.20.9900,"TELAS P/PNEUMATICOS C/FIOS POLIESTER,S/BORRACHA"
5902.90.0100,"TELAS P/PNEUMATICOS,C/FIOS DE RAIOM VISCOSE,C/BORRACHA"
5902.90.9900,"TELAS P/PNEUMATICOS,C/FIO DE RAIOM VISCOSE,S/BORRACHA"
5903.10.0100,"TECIDO/FITA ISOLANTE,IMPREGN.C/POLICLORETO DE VINILA"
5903.10.9900,OUTS.TECIDOS IMPREGNADOS/ETC.C/POLICLORETO DE VINILA
5903.20.0100,"TECIDO/FITA ISOLANTE,IMPREGN/ETC.C/POLIURETANO"
5903.20.9900,OUTS.TECIDOS IMPREGNADOS/REVESTIDOS/ETC.C/POLIURETANO
5903.90.0100,"TECIDO/FITA ISOLANTE,IMPREGN/REVEST/ETC.C/OUT.PLASTICO"
5903.90.0200,"TECIDO DE KEVLAR,IMPREGN.C/RESINA EPOXIDA,P/AERONAUTICA"
5903.90.9900,OUTS.TECIDOS IMPREGNADOS/REVESTIDOS/ETC.C/OUT.PLASTICO
5904.10.0000,"LINOLEOS,MESMO RECORTADOS"
5904.91.0000,"REVESTIMENTO P/PAVIMENTO,C/SUPORTE DE FELTRO AGULHADO/"
5904.92.0000,"REVESTIMENTO P/PAVIMENTO,C/OUTS.SUPORTES TEXTEIS"
5905.00.0000,"REVESTIMENTO P/PAREDES,DE MATERIAS TEXTEIS"
5906.10.0000,"FITA ADESIVA,L<=20CM,TECIDO C/BORRACHA"
5906.91.0000,TECIDO DE MALHA COM BORRACHA
5906.99.0000,OUTS.TECIDOS DE BORRACHA
5907.00.0000,OUTS.TECIDOS IMPREGNADOS/REVESTIDOS/ETC.TELAS PINTADAS
5908.00.0000,"MECHAS DE MATERIA TEXTIL,TECIDA/ENTRANCADA,P/CANDEEIRO/"
5909.00.0100,MANGUEIRAS DE MATERIA TEXT.REVEST.INTERIORM.C/BORRACHA
5909.00.0200,MANGUEIRAS DE MATERIA TEXT.REFORCAD.C/ARMADURA METALICA
5909.00.9900,OUTS.MANGUEIRAS/TUBOS SEMELH.DE MATERIA TEXTIL
5910.00.0000,"CORREIA TRANSPORTADORA/DE TRANSMISSAO,DE MATERIA TEXTIL"
5911.10.0000,"TECIDO/FELTRO,C/CAMADA BORRACHA/COURO/ETC.P/FABR.CARDAS"
5911.20.0100,"GAZES/TELAS P/PENEIRAR,DE MATERIA TEXT.SINT/ETC.EM PECA"
5911.20.9900,"GAZES/TELAS P/PENEIRAR,DE OUTS.MATERIAS TEXTEIS"
5911.31.0000,"TECIDO/FELTRO,P<650G/M2,P/MAQS.DE FABR.PAPEL"
5911.32.0100,"FELTRO UMIDO,P>=800G/M2,P/PRENSA SUCCAO MAQ.PAPEL-JORN."
5911.32.9900,"TECIDO/FELTRO,P>=650G/M2,P/MAQS.DE FABR.PAPEL"
5911.40.0100,TECIDO DE FIBRA TEXTIL SINT/ARTIF.P/FILTRACAO DE ACIDO
5911.40.0200,"TECIDO P/COMPRESSAO/FILTRACAO,DE MATERIA GRAXA/ETC."
5911.40.9900,OUTS.TECIDOS FILTRANTES/ESPESSOS P/PRENSAS DE OLEO
5911.90.0000,"OUTS.PRODUTOS/ARTEFS.DE MATERIA TEXTIL,P/USO TECNICO"
6001.10.0100,"TECIDO DE MALHA DE ALGODAO,""FELPA LONGA"""
6001.10.0200,"TECIDO DE MALHA FIBRA TEXTIL SINTET/ARTIF.""FELPA LONGA"""
6001.10.9900,"OUTS.TECIDOS DE MALHA DE MATERIA TEXTIL,""FELPA LONGA"""
6001.21.0000,"TECIDO ATOALHADO,DE MALHA DE ALGODAO"
6001.22.0000,"TECIDO ATOALHADO,DE MALHA DE FIBRA TEXTIL SINTET/ARTIF."
6001.29.0000,"TECIDO ATOALHADO,DE MALHA DE OUT.MATERIA TEXTIL"
6001.91.0000,"VELUDO/PELUCIA,DE MALHA,DE ALGODAO"
6001.92.0000,"VELUDO/PELUCIA,DE MALHA,DE FIBRA TEXTIL SINTETICA/ARTIF"
6001.99.0000,"VELUDO/PELUCIA,DE MALHA,DE OUTRAS MATERIAS TEXTEIS"
6002.10.0100,"TECIDO DE MALHA ALGODAO,L<=30CM,C/FIO DE ELASTOMERO/ETC"
6002.10.0200,"TECIDO DE MALHA LA/PELO FINO,L<=30CM,C/FIO ELASTOMERO/"
6002.10.0300,"TECIDO DE MALHA FIBRA TEXTIL,L<=30CM,C/FIO ELASTOMERO/"
6002.10.9900,"OUTS.TECIDOS MALHA MATER.TEXT.L<=30CM,C/FIO ELASTOMERO/"
6002.20.0100,"TECIDO DE MALHA DE ALGODAO,L<=30CM,S/FIO DE ELASTOMERO/"
6002.20.0200,"TECIDO DE MALHA LA/PELO FINO,L<=30CM,S/FIO ELASTOMERO/"
6002.20.0300,"TECIDO DE MALHA FIBRA TEXTIL,L<=30CM,S/FIO ELASTOMERO/"
6002.20.9900,"OUTS.TECIDOS MALHA MATER.TEXT.L<=30CM,S/FIO ELASTOMERO/"
6002.30.0100,"TECIDO DE MALHA DE ALGODAO,L>30CM,C/FIO DE ELASTOMERO/"
6002.30.0200,"TECIDO DE MALHA LA/PELOS FINOS,L>30CM,C/FIO ELASTOMERO/"
6002.30.0300,"TECIDO DE MALHA FIBRA TEXTIL,L>30CM,C/FIO ELASTOMERO/"
6002.30.9900,"OUTS.TECIDOS MALHA MATER.TEXT.L>30CM,C/FIO ELASTOMERO/"
6002.41.0000,"TECIDO DE MALHA-URDIDURA,DE LA/PELOS FINOS"
6002.42.0000,"TECIDO DE MALHA-URDIDURA,DE ALGODAO"
6002.43.0000,"TECIDO DE MALHA-URDIDURA,DE FIBRA TEXTIL SINTET/ARTIF."
6002.49.0000,"TECIDO DE MALHA-URDIDURA,DE OUT.MATERIA TEXTIL"
6002.91.0000,OUTS.TECIDOS DE MALHA DE LA/PELOS FINOS
6002.92.0000,OUTS.TECIDOS DE MALHA DE ALGODAO
6002.93.0000,OUTS.TECIDOS DE MALHA DE FIBRA TEXTIL SINTET/ARTIFICIAL
6002.99.0000,OUTS.TECIDOS DE MALHA DE OUT.MATERIA TEXTIL
6101.10.0000,"SOBRETUDO/ETC.DE MALHA DE LA/PELOS FINOS,USO MASCULINO"
6101.20.0000,"SOBRETUDO/ETC.DE MALHA DE ALGODAO,USO MASCULINO"
6101.30.0000,SOBRETUDO/ETC.DE MALHA DE FIBRA TEXT.SINT.USO MASCULINO
6101.90.0000,SOBRETUDO/ETC.DE MALHA DE OUT.MATER.TEXT.USO MASCULINO
6102.10.0000,"MANTOS/ETC.DE MALHA DE LA/PELOS FINOS,USO FEMININO"
6102.20.0000,"MANTOS/ETC.DE MALHA DE ALGODAO,USO FEMININO"
6102.30.0000,MANTOS/ETC.DE MALHA DE FIBRA TEXT.SINTET.USO FEMININO
6102.90.0000,"MANTOS/ETC.DE MALHA DE OUT.MATERIA TEXTIL,USO FEMININO"
6103.11.0000,"TERNOS DE MALHA DE LA/PELOS FINOS,USO MASCULINO"
6103.12.0000,"TERNOS DE MALHA DE FIBRA TEXTIL SINTETICA,USO MASCULINO"
6103.19.0000,"TERNOS DE MALHA DE OUT.MATERIA TEXTIL,USO MASCULINO"
6103.21.0000,"CONJUNTO DE MALHA DE LA/PELOS FINOS,USO MASCULINO"
6103.22.0000,"CONJUNTO DE MALHA DE ALGODAO,USO MASCULINO"
6103.23.0000,CONJUNTO DE MALHA DE FIBRA TEXTIL SINTET.USO MASCULINO
6103.29.0000,"CONJUNTO DE MALHA DE OUT.MATERIA TEXTIL,USO MASCULINO"
6103.31.0000,"PALETOS DE MALHA DE LA/PELOS FINOS,USO MASCULINO"
6103.32.0000,"PALETOS DE MALHA DE ALGODAO,USO MASCULINO"
6103.33.0000,PALETOS DE MALHA DE FIBRA TEXTIL SINTET.USO MASCULINO
6103.39.0000,"PALETOS DE MALHA DE OUT.MATERIA TEXTIL,USO MASCULINO"
6103.41.0000,"CALCAS/ETC.DE MALHA DE LA/PELOS FINOS,USO MASCULINO"
6103.42.0000,"CALCAS/ETC.DE MALHA DE ALGODAO,USO MASCULINO"
6103.43.0000,CALCAS/ETC.DE MALHA DE FIBRA TEXT.SINTET.USO MASCULINO
6103.49.0000,"CALCAS/ETC.DE MALHA DE OUT.MATERIA TEXTIL,USO MASCULINO"
6104.11.0000,"""TAILLEURS"" DE MALHA LA/PELOS FINOS,USO FEMININO"
6104.12.0000,"""TAILLEURS"" DE MALHA DE ALGODAO,USO FEMININO"
6104.13.0000,"""TAILLEURS"" DE MALHA DE FIBRA TEXT.SINTET.USO FEMININO"
6104.19.0000,"""TAILLEURS"" DE MALHA DE OUT.MATERIA TEXTIL,USO FEMININO"
6104.21.0000,"CONJUNTO DE MALHA DE LA/PELOS FINOS,USO FEMININO"
6104.22.0000,"CONJUNTO DE MALHA DE ALGODAO,USO FEMININO"
6104.23.0000,CONJUNTO DE MALHA DE FIBRA TEXTIL SINTET.USO FEMININO
6104.29.0000,"CONJUNTO DE MALHA DE OUT.MATERIA TEXTIL,USO FEMININO"
6104.31.0000,"""BLAZERS"" DE MALHA DE LA/PELOS FINOS,USO FEMININO"
6104.32.0000,"""BLAZERS"" DE MALHA DE ALGODAO,USO FEMININO"
6104.33.0000,"""BLAZERS"" DE MALHA DE FIBRA TEXTIL SINTET.USO FEMININO"
6104.39.0000,"""BLAZERS"" DE MALHA DE OUT.MATERIA TEXTIL,USO FEMININO"
6104.41.0000,"VESTIDOS DE MALHA DE LA/PELOS FINOS,USO FEMININO"
6104.42.0000,"VESTIDOS DE MALHA DE ALGODAO,USO FEMININO"
6104.43.0000,VESTIDOS DE MALHA DE FIBRA TEXTIL SINTET.USO FEMININO
6104.44.0000,VESTIDOS DE MALHA DE FIBRA TEXTIL ARTIF.USO FEMININO
6104.49.0000,"VESTIDOS DE MALHA DE OUT.MATERIA TEXTIL,USO FEMININO"
6104.51.0000,"SAIAS/ETC.DE MALHA DE LA/PELOS FINOS,USO FEMININO"
6104.52.0000,"SAIAS/ETC.DE MALHA DE ALGODAO,USO FEMININO"
6104.53.0000,SAIAS/ETC.DE MALHA DE FIBRA TEXTIL SINTET.USO FEMININO
6104.59.0000,"SAIAS/ETC.DE MALHA DE OUT.MATERIA TEXTIL,USO FEMININO"
6104.61.0000,"CALCAS/ETC.DE MALHA DE LA/PELOS FINOS,USO FEMININO"
6104.62.0000,"CALCAS/ETC.DE MALHA DE ALGODAO,USO FEMININO"
6104.63.0000,CALCAS/ETC.DE MALHA DE FIBRA TEXT.SINTET.USO FEMININO
6104.69.0000,"CALCAS/ETC.DE MALHA DE OUT.MATERIA TEXTIL,USO FEMININO"
6105.10.0000,"CAMISA DE MALHA DE ALGODAO,USO MASCULINO"
6105.20.0000,CAMISA DE MALHA DE FIBRA TEXTIL SINTET.USO MASCULINO
6105.90.0000,"CAMISA DE MALHA DE OUT.MATERIA TEXTIL,USO MASCULINO"
6106.10.0000,"CAMISA/ETC.DE MALHA DE ALGODAO,USO FEMININO"
6106.20.0000,CAMISA/ETC.DE MALHA DE FIBRA TEXTIL SINTET.USO FEMININO
6106.90.0000,"CAMISA/ETC.DE MALHA DE OUT.MATERIA TEXTIL,USO FEMININO"
6107.11.0000,"CUECAS DE MALHA DE ALGODAO,USO MASCULINO"
6107.12.0000,CUECAS DE MALHA DE FIBRA TEXTIL SINTET.USO MASCULINO
6107.19.0000,"CUECAS DE MALHA DE OUT.MATERIA TEXTIL,USO MASCULINO"
6107.21.0000,"CAMISOLAO/ETC.DE MALHA DE ALGODAO,USO MASCULINO"
6107.22.0000,CAMISOLAO/ETC.DE MALHA DE FIBRA TEXT.SINT.USO MASCULINO
6107.29.0000,CAMISOLAO/ETC.DE MALHA DE OUT.MATER.TEXT.USO MASCULINO
6107.91.0000,"ROUPAO-BANHO/ETC.DE MALHA DE ALGODAO,USO MASCULINO"
6107.92.0000,ROUPAO-BANHO/ETC.DE MALHA DE FIBRA SINTET.USO MASCULINO
6107.99.0000,ROUPAO-BANHO/ETC.DE MALHA DE OUT.MAT.TEXT.USO MASCULINO
6108.11.0000,COMBINACOES/ETC.DE MALHA DE FIBRA SINTET.USO FEMININO
