cest_code,cest_item,cest_name,cest_segment
17.028.01,28.1,"Gorduras e óleos vegetais e respectivas frações, parcial ou totalmente hidrogenados, interesterificados, reesterificados ou elaidinizados, mesmo refinados, mas não preparados de outro modo, em recipiente de conteúdo superior a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g",Produtos alimentícios
17.029.00,29.0,Doces de leite,Produtos alimentícios
17.030.00,30.0,"Produtos à base de cereais, obtidos por expansão ou torrefação",Produtos alimentícios
17.031.00,31.0,Salgadinhos diversos,Produtos alimentícios
17.032.00,32.0,"Batata frita, inhame e mandioca fritos",Produtos alimentícios
17.033.00,33.0,"Amendoim e castanhas tipo aperitivo, em embalagem de conteúdo inferior ou igual a 1 kg",Produtos alimentícios
17.033.01,33.1,"Amendoim e castanhas tipo aperitivo, em embalagem de conteúdo superior a 1 kg",Produtos alimentícios
17.034.00,34.0,"Catchup em embalagens imediatas de conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g",Produtos alimentícios
17.035.00,35.0,"Condimentos e temperos compostos, incluindo molho de pimenta e outros molhos, em embalagens imediatas de conteúdo inferior ou igual a 1 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 3 g",Produtos alimentícios
17.036.00,36.0,"Molhos de soja preparados em embalagens imediatas de conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g",Produtos alimentícios
17.037.00,37.0,Farinha de mostarda em embalagens de conteúdo inferior ou igual a 1 kg,Produtos alimentícios
17.038.00,38.0,"Mostarda preparada em embalagens imediatas de conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g",Produtos alimentícios
17.039.00,39.0,"Maionese em embalagens imediatas de conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g",Produtos alimentícios
17.040.00,40.0,"Tomates preparados ou conservados, exceto em vinagre ou em ácido acético, em embalagens de conteúdo inferior ou igual a 1 kg",Produtos alimentícios
17.041.00,41.0,Molhos de tomate em embalagens imediatas de conteúdo inferior ou igual a 1 kg,Produtos alimentícios
17.042.00,42.0,Barra de cereais,Produtos alimentícios
17.043.00,43.0,Barra de cereais contendo cacau,Produtos alimentícios
17.044.00,44.0,"Farinha de trigo especial, em embalagem inferior ou igual a 1 kg",Produtos alimentícios
17.044.01,44.1,"Farinha de trigo especial, em embalagem superior a 1 kg e inferior a 5 kg",Produtos alimentícios
17.044.02,44.2,"Farinha de trigo especial, em embalagem igual a 5 kg",Produtos alimentícios
17.044.03,44.3,"Farinha de trigo especial, em embalagem superior a 5 kg e inferior ou igual a 25 kg",Produtos alimentícios
17.044.04,44.4,"Farinha de trigo especial, em embalagem superior a 25 kg e inferior ou igual a 50 kg",Produtos alimentícios
17.044.05,44.5,"Farinha de trigo comum, em embalagem igual a 5 kg",Produtos alimentícios
17.044.06,44.6,"Farinha de trigo comum, em embalagem superior a 5 kg e inferior ou igual a 25 kg",Produtos alimentícios
17.044.07,44.7,"Farinha de trigo comum, em embalagem superior a 25 kg e inferior ou igual a 50 kg",Produtos alimentícios
17.044.08,44.8,"Farinha de trigo doméstica especial, em embalagem superior a 5 kg e inferior e igual a 10 kg",Produtos alimentícios
17.044.09,44.9,"Farinha de trigo doméstica com fermento, em embalagem superior a 5 kg e inferior e igual a 10 kg",Produtos alimentícios
17.044.10,44.10,"Farinha de trigo especial, em embalagem superior a 50 Kg",Produtos alimentícios
17.044.11,44.11,"Farinha de trigo comum, em embalagem inferior ou igual a 1 kg",Produtos alimentícios
17.044.12,44.12,"Farinha de trigo comum, em embalagem superior a 1 kg e inferior a 5 Kg",Produtos alimentícios
17.044.13,44.13,"Farinha de trigo comum, em embalagem superior a 50 kg",Produtos alimentícios
17.044.14,44.14,"Farinha de trigo doméstica especial, em embalagem inferior ou igual a 1 kg",Produtos alimentícios
17.044.15,44.15,"Farinha de trigo doméstica especial, em embalagem superior a 1 kg e inferior a 5 Kg",Produtos alimentícios
17.044.16,44.16,"Farinha de trigo doméstica especial, em embalagem igual a 5 Kg",Produtos alimentícios
17.044.17,44.17,"Farinha de trigo doméstica especial, em embalagem superior a 10 Kg",Produtos alimentícios
17.044.18,44.18,"Farinha de trigo doméstica com fermento, em embalagem inferior ou igual a 1 kg",Produtos alimentícios
17.044.19,44.19,"Farinha de trigo doméstica com fermento, em embalagem superior a 1 kg e inferior a 5 Kg",Produtos alimentícios
17.044.20,44.20,"Farinha de trigo doméstica com fermento, em embalagem igual a 5 Kg",Produtos alimentícios
17.044.21,44.21,"Farinha de trigo doméstica com fermento, em embalagem superior a 10 Kg",Produtos alimentícios
17.044.22,44.22,"Outras farinhas de trigo, em embalagem inferior ou igual a 1 kg",Produtos alimentícios
17.044.23,44.23,"Outras farinhas de trigo, em embalagem superior a 1 kg e inferior a 5 Kg",Produtos alimentícios
17.044.24,44.24,"Outras farinhas de trigo, em embalagem igual a 5 Kg",Produtos alimentícios
17.044.25,44.25,"Outras farinhas de trigo, em embalagem superior a 5 Kg e inferior ou igual a 25 kg",Produtos alimentícios
17.044.26,44.26,"Outras farinhas de trigo, em embalagem superior a 25 Kg e inferior ou igual a 50 kg",Produtos alimentícios
17.044.27,44.27,"Outras farinhas de trigo, em embalagem superior a 50 Kg",Produtos alimentícios
17.045.00,45.0,Farinha de mistura de trigo com centeio (méteil),Produtos alimentícios
17.046.00,46.0,"Misturas e preparações para bolos, em embalagem inferior 5 kg",Produtos alimentícios
17.046.01,46.1,"Misturas e preparações para bolos, em embalagem igual a 5 kg",Produtos alimentícios
17.046.02,46.2,"Misturas e preparações para bolos, em embalagem superior a 5 kg e inferior ou igual a 25 Kg",Produtos alimentícios
17.046.03,46.3,"Misturas e preparações para bolos, em embalagem superior a 25 kg e inferior ou igual a 50 Kg",Produtos alimentícios
17.046.04,46.4,"Misturas e preparações para bolos, em embalagem superior a 50 Kg",Produtos alimentícios
17.046.05,46.5,"Misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem inferior a 5 kg",Produtos alimentícios
17.046.06,46.6,"Misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem igual a 5 kg",Produtos alimentícios
17.046.07,46.7,"Misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem superior a 5 kg e inferior ou igual a 25 Kg",Produtos alimentícios
17.046.08,46.8,"Misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem superior a 25 kg e inferior ou igual a 50 Kg",Produtos alimentícios
17.046.09,46.9,"Misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem superior a 50 Kg",Produtos alimentícios
17.046.10,46.10,"Misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem inferior a 5 kg",Produtos alimentícios
17.046.11,46.11,"Misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem igual a 5 kg",Produtos alimentícios
17.046.12,46.12,"Misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem superior a 5 kg e inferior ou igual a 25 Kg",Produtos alimentícios
17.046.13,46.13,"Misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem superior a 25 kg e inferior ou igual a 50 Kg",Produtos alimentícios
17.046.14,46.14,"Misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem superior a 50 Kg",Produtos alimentícios
17.047.00,47.0,Massas alimentícias tipo instantânea,Produtos alimentícios
17.048.00,48.0,"Massas alimentícias, cozidas ou recheadas (de carne ou de outras substâncias) ou preparadas de outro modo, exceto as descritas nos CEST 17.047.00, 17.048.01, e 17.048.02",Produtos alimentícios
17.048.01,48.1,Cuscuz,Produtos alimentícios
17.048.02,48.2,Massas alimentícias recheadas (mesmo cozidas ou preparadas de outro modo),Produtos alimentícios
17.049.00,49.0,"Massas alimentícias do tipo comum, não cozidas, nem recheadas, nem preparadas de outro modo, exceto a descrita no CEST 17.049.03",Produtos alimentícios
17.049.01,49.1,"Massas alimentícias do tipo sêmola, não cozidas, nem recheadas, nem preparadas de outro modo, exceto a descrita no CEST 17.049.04",Produtos alimentícios
17.049.02,49.2,"Massas alimentícias do tipo granoduro, não cozidas, nem recheadas, nem preparadas de outro modo, exceto a descrita no CEST 17.049.05",Produtos alimentícios
17.049.03,49.3,"Massas alimentícias do tipo comum, não cozidas, nem recheadas, nem preparadas de outro modo, que não contenham ovos",Produtos alimentícios
17.049.04,49.4,"Massas alimentícias do tipo sêmola, não cozidas, nem recheadas, nem preparadas de outro modo, que não contenham ovos",Produtos alimentícios
17.049.05,49.5,"Massas alimentícias do tipo granoduro, não cozidas, nem recheadas, nem preparadas de outro modo, que não contenham ovos",Produtos alimentícios
17.050.00,50.0,"Pães industrializados, inclusive de especiarias, exceto panetones e bolo de forma",Produtos alimentícios
17.051.00,51.0,"Bolo de forma, inclusive de especiarias",Produtos alimentícios
17.052.00,52.0,Panetones,Produtos alimentícios
17.053.00,53.0,"Biscoitos e bolachas derivados de farinha de trigo; (exceto dos tipos “cream cracker”, “água e sal”, “maisena”, “maria” e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial)",Produtos alimentícios
17.053.01,53.1,"Biscoitos e bolachas derivados de farinha de trigo dos tipos “maisena” e “maria” e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial, exceto o CEST 17.053.02",Produtos alimentícios
17.053.02,53.2,"Biscoitos e bolachas derivados de farinha de trigo dos tipos ""cream cracker"" e ""água e sal"" de consumo popular",Produtos alimentícios
17.054.00,54.0,"Biscoitos e bolachas não derivados de farinha de trigo; (exceto dos tipos ""cream cracker"", ""água e sal"", ""maisena"" e ""maria"" e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial)",Produtos alimentícios
17.054.01,54.1,"Biscoitos e bolachas não derivados de farinha de trigo dos tipos ""maisena"" e ""maria"" e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial, exceto o CEST 17.054.02",Produtos alimentícios
17.054.02,54.2,"Biscoitos e bolachas não derivados de farinha de trigo dos tipos ""cream cracker"" e ""água e sal"" de consumo popular",Produtos alimentícios
17.056.00,56.0,Biscoitos e bolachas derivados de farinha de trigo dos tipos “cream cracker” e “água e sal”,Produtos alimentícios
17.056.01,56.1,Biscoitos e bolachas não derivados de farinha de trigo dos tipos “cream cracker” e “água e sal”,Produtos alimentícios
17.056.02,56.2,"Outras bolachas, exceto casquinhas para sorvete e os biscoitos e bolachas relacionados nos CEST 17.056.00 e 17.056.01",Produtos alimentícios
17.057.00,57.0,“Waffles” e “wafers” - sem cobertura,Produtos alimentícios
17.058.00,58.0,“Waffles” e “wafers” - com cobertura,Produtos alimentícios
17.059.00,59.0,"Torradas, pão torrado e produtos semelhantes torrados",Produtos alimentícios
17.060.00,60.0,Outros pães de forma,Produtos alimentícios
17.062.00,62.0,"Outros pães, exceto pão francês de até 200 g",Produtos alimentícios
17.062.01,62.1,"Outros bolos industrializados e produtos de panificação não especificados anteriormente, incluindo as pizzas; exceto os classificados nos CEST 17.062.02 e 17.062.03",Produtos alimentícios
17.062.02,62.2,Casquinhas para sorvete,Produtos alimentícios
17.062.03,62.3,Pão francês até 200g,Produtos alimentícios
17.063.00,63.0,Pão denominado knackebrot,Produtos alimentícios
17.064.00,64.0,Demais pães industrializados,Produtos alimentícios
17.065.00,65.0,"Óleo de soja refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros",Produtos alimentícios
17.066.00,66.0,"Óleo de amendoim refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros",Produtos alimentícios
17.067.00,67.0,"Azeites de oliva, em recipientes com capacidade inferior a 2 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 20 mililitros",Produtos alimentícios
17.067.01,67.1,"Azeites de oliva, em recipientes com capacidade igual ou superior a 2 litros e inferior ou igual a 5 litros",Produtos alimentícios
17.067.02,67.2,"Azeites de oliva, em recipientes com capacidade superior a 5 litros",Produtos alimentícios
17.068.00,68.0,"Outros óleos e respectivas frações, obtidos exclusivamente a partir de azeitonas, mesmo refinados, mas não quimicamente modificados, e misturas desses óleos ou frações com óleos ou frações da posição 15.09, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros",Produtos alimentícios
17.069.00,69.0,"Óleo de girassol em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros",Produtos alimentícios
17.069.01,69.1,"Óleo de algodão refinado em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros",Produtos alimentícios
17.070.00,70.0,"Óleo de canola, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros",Produtos alimentícios
17.071.00,71.0,"Óleo de linhaça refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros",Produtos alimentícios
17.072.00,72.0,"Óleo de milho refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros",Produtos alimentícios
17.073.00,73.0,"Outros óleos refinados, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros",Produtos alimentícios
17.074.00,74.0,"Misturas de óleos refinados, para consumo humano, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros",Produtos alimentícios
17.075.00,75.0,Outros óleos vegetais comestíveis não especificados anteriormente,Produtos alimentícios
17.076.00,76.0,"Enchidos (embutidos) e produtos semelhantes, de carne, miudezas ou sangue; exceto salsicha, linguiça e mortadela",Produtos alimentícios
17.077.00,77.0,"Salsicha e linguiça, exceto as descritas nos CEST 17.077.01",Produtos alimentícios
17.077.01,77.1,Salsicha em lata,Produtos alimentícios
17.078.00,78.0,Mortadela,Produtos alimentícios
17.079.00,79.0,"Outras preparações e conservas de carne, miudezas ou de sangue, exceto as descritas nos CEST 17.079.01, 17.079.02, 17.079.03, 17.079.04, 17.079.05, 17.079.06 e 17.079.07",Produtos alimentícios
17.079.01,79.1,"Outras preparações e conservas de carne, de miudezas ou de sangue, de aves da posição 01.05: de peruas e de perus.",Produtos alimentícios
17.079.02,79.2,"Outras preparações e conservas de carne, de miudezas ou de sangue, de aves da posição 01.05: de galos e de galinhas, com conteúdo de carne ou de miudezas superior ou igual a 57 %, em peso, não cozidas",Produtos alimentícios
17.079.03,79.3,"Outras preparações e conservas de carne, de miudezas ou de sangue, todas de aves da posição 01.05: de galos e de galinhas, com conteúdo de carne ou de miudezas superior ou igual a 57 %, em peso, cozidas",Produtos alimentícios
17.079.04,79.4,"Outras preparações e conservas de carne, de miudezas ou de sangue, da espécie suína: pernas e respectivos pedaços",Produtos alimentícios
17.079.05,79.5,"Outras preparações e conservas de carne, de miudezas ou de sangue, da espécie suína: outras, incluindo as misturas, exceto os descritos no CEST 17.079.07",Produtos alimentícios
17.079.06,79.6,"Outras preparações e conservas de carne, de miudezas ou de sangue, da espécie bovina",Produtos alimentícios
17.079.07,79.7,Apresuntado,Produtos alimentícios
17.080.00,80.0,Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe; exceto os descritos nos CEST 17.080.01 e 17.081.00,Produtos alimentícios
17.080.01,80.1,Outras preparações e conservas de atuns,Produtos alimentícios
17.081.00,81.0,Sardinha em conserva,Produtos alimentícios
17.082.00,82.0,"Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas",Produtos alimentícios
17.083.00,83.0,"Carne de gado bovino, ovino e bufalino e produtos comestíveis resultantes da matança desse gado submetidos à salga, secagem ou desidratação",Produtos alimentícios
17.084.00,84.0,"Carne de gado bovino, ovino e bufalino e demais produtos comestíveis resultantes da matança desse gado frescos, refrigerados ou congelados",Produtos alimentícios
17.085.00,85.0,"Carnes de animais das espécies caprina, frescas, refrigeradas ou congeladas",Produtos alimentícios
17.086.00,86.0,"Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados ou salmourados resultantes do abate de caprinos",Produtos alimentícios
17.087.00,87.0,"Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves, exceto os descritos no CEST 17.087.02",Produtos alimentícios
17.087.01,87.1,"Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos",Produtos alimentícios
17.087.02,87.2,"Carnes de aves inteiras e com peso unitário superior a 3 kg, temperadas",Produtos alimentícios
17.088.00,88.0,"Produtos hortícolas, cozidos em água ou vapor, congelados, em embalagens de conteúdo inferior ou igual a 1 kg",Produtos alimentícios
17.088.01,88.1,"Produtos hortícolas, cozidos em água ou vapor, congelados, em embalagens de conteúdo superior a 1 kg",Produtos alimentícios
17.089.00,89.0,"Frutas, não cozidas ou cozidas em água ou vapor, congeladas, mesmo adicionadas de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1 kg",Produtos alimentícios
17.089.01,89.1,"Frutas, não cozidas ou cozidas em água ou vapor, congeladas, mesmo adicionadas de açúcar ou de outros edulcorantes, em embalagens de conteúdo superior a 1 kg",Produtos alimentícios
17.090.00,90.0,"Produtos hortícolas, frutas e outras partes comestíveis de plantas, preparados ou conservados em vinagre ou em ácido acético, em embalagens de conteúdo inferior ou igual a 1 kg",Produtos alimentícios
17.090.01,90.1,"Produtos hortícolas, frutas e outras partes comestíveis de plantas, preparados ou conservados em vinagre ou em ácido acético, em embalagens de conteúdo superior a 1 kg",Produtos alimentícios
17.091.00,91.0,"Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, congelados, com exceção dos produtos da posição 20.06, em embalagens de conteúdo inferior ou igual a 1 kg",Produtos alimentícios
17.091.01,91.1,"Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, congelados, com exceção dos produtos da posição 20.06, em embalagens de conteúdo superior a 1 kg",Produtos alimentícios
17.092.00,92.0,"Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com exceção dos produtos da posição 20.06, excluídos batata, inhame e mandioca fritos, em embalagens de conteúdo inferior ou igual a 1 kg",Produtos alimentícios
17.092.01,92.1,"Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com exceção dos produtos da posição 20.06, excluídos batata, inhame e mandioca fritos, em embalagens de conteúdo superior a 1 kg",Produtos alimentícios
17.093.00,93.0,"Produtos hortícolas, frutas, cascas de frutas e outras partes de plantas, conservados com açúcar (passados por calda, glaceados ou cristalizados), em embalagens de conteúdo inferior ou igual a 1 kg",Produtos alimentícios
17.093.01,93.1,"Produtos hortícolas, frutas, cascas de frutas e outras partes de plantas, conservados com açúcar (passados por calda, glaceados ou cristalizados), em embalagens de conteúdo superior a 1 kg",Produtos alimentícios
17.094.00,94.0,"Doces, geleias, “marmelades”, purês e pastas de frutas, obtidos por cozimento, com ou sem adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g",Produtos alimentícios
17.094.01,94.1,"Doces, geleias, “marmelades”, purês e pastas de frutas, obtidos por cozimento, com ou sem adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo superior a 1 kg",Produtos alimentícios
17.095.00,95.0,"Frutas e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, com ou sem adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas em outras posições, excluídos os amendoins e castanhas tipo aperitivo, da posição 2008.1, em embalagens de conteúdo inferior ou igual a 1 kg",Produtos alimentícios
17.095.01,95.1,"Frutas e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, com ou sem adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas em outras posições, excluídos os amendoins e castanhas tipo aperitivo, da posição 2008.1, em embalagens superior a 1 kg",Produtos alimentícios
17.096.00,96.0,"Café torrado e moído, em embalagens de conteúdo inferior ou igual a 2 kg, exceto os classificados nos CEST 17.096.04 e 17.096.05",Produtos alimentícios
17.096.01,96.1,"Café torrado e moído, em embalagens de conteúdo superior a 2 kg",Produtos alimentícios
17.096.02,96.2,"Café torrado em grão, em embalagens de conteúdo inferior ou igual a 2 kg",Produtos alimentícios
17.096.03,96.3,"Café torrado em grão, em embalagens de conteúdo superior a 2 kg",Produtos alimentícios
17.096.04,96.4,"Café torrado e moído, em cápsulas, exceto os descritos no CEST 17.096.05",Produtos alimentícios
17.096.05,96.5,"Café descafeinado torrado e moído, em cápsulas",Produtos alimentícios
17.097.00,97.0,"Chá, mesmo aromatizado",Produtos alimentícios
17.098.00,98.0,Mate,Produtos alimentícios
17.099.00,99.0,"Açúcar refinado, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g",Produtos alimentícios
17.099.01,99.1,"Açúcar refinado, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg",Produtos alimentícios
17.099.02,99.2,"Açúcar refinado, em embalagens de conteúdo superior a 5 kg",Produtos alimentícios
17.100.00,100.0,"Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g",Produtos alimentícios
17.100.01,100.1,Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg,Produtos alimentícios
17.100.02,100.2,Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo superior a 5 kg,Produtos alimentícios
17.101.00,101.0,"Açúcar cristal, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g",Produtos alimentícios
17.101.01,101.1,"Açúcar cristal, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg",Produtos alimentícios
17.101.02,101.2,"Açúcar cristal, em embalagens de conteúdo superior a 5 kg",Produtos alimentícios
17.102.00,102.0,"Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g",Produtos alimentícios
17.102.01,102.1,"Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg",Produtos alimentícios
17.102.02,102.2,"Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 5 kg",Produtos alimentícios
17.103.00,103.0,"Outros tipos de açúcar, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g",Produtos alimentícios
17.103.01,103.1,"Outros tipos de açúcar, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg",Produtos alimentícios
17.103.02,103.2,"Outros tipos de açúcar, em embalagens de conteúdo superior a 5 kg",Produtos alimentícios
17.104.00,104.0,"Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g",Produtos alimentícios
17.104.01,104.1,"Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg",Produtos alimentícios
17.104.02,104.2,"Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 5 kg",Produtos alimentícios
17.105.00,105.0,"Outros açúcares em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g",Produtos alimentícios
17.105.01,105.1,"Outros açúcares, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg",Produtos alimentícios
17.105.02,105.2,"Outros açúcares, em embalagens de conteúdo superior a 5 kg",Produtos alimentícios
17.106.00,106.0,Milho para pipoca (micro-ondas),Produtos alimentícios
17.107.00,107.0,"Extratos, essências e concentrados de café e preparações à base destes extratos, essências ou concentrados ou à base de café, em embalagens de conteúdo inferior ou igual a 500 g, exceto os classificados no CEST 17.107.01",Produtos alimentícios
17.107.01,107.1,"Extratos, essências e concentrados de café e preparações à base destes extratos, essências ou concentrados ou à base de café, em cápsulas",Produtos alimentícios
17.108.00,108.0,"Extratos, essências e concentrados de chá ou de mate e preparações à base destes extratos, essências ou concentrados ou à base de chá ou de mate, em embalagens de conteúdo inferior ou igual a 500 g, exceto as bebidas prontas à base de mate ou chá e os itens classificados no CEST 17.108.01",Produtos alimentícios
17.108.01,108.1,"Extratos, essências e concentrados de chá ou de mate e preparações à base destes extratos, essências ou concentrados ou à base de chá ou de mate, em cápsulas",Produtos alimentícios
17.109.00,109.0,"Preparações em pó para cappuccino e similares, em embalagens de conteúdo inferior ou igual a 500 g",Produtos alimentícios
17.110.00,110.0,"Refrescos e outras bebidas prontas para beber, à base de chá e mate",Produtos alimentícios
17.111.00,111.0,"Refrescos e outras bebidas não alcoólicas, exceto os refrigerantes e as demais bebidas nos CEST 03.007.00 e 17.110.00",Produtos alimentícios
17.112.00,112.0,"Néctares de frutas e outras bebidas não alcoólicas prontas para beber, exceto isotônicos e energéticos",Produtos alimentícios
17.113.00,113.0,Bebidas prontas à base de mate ou chá,Produtos alimentícios
17.114.00,114.0,Bebidas prontas à base de café,Produtos alimentícios
17.115.00,115.0,"Bebidas alimentares prontas à base de soja, leite ou cacau, inclusive os produtos denominados bebidas lácteas",Produtos alimentícios
19.001.00,1.0,Tinta guache,Produtos de papelaria
19.002.00,2.0,"Espiral - perfil para encadernação, de plástico e outros materiais classificados nas posições 3901 a 3914",Produtos de papelaria
19.003.00,3.0,"Outros espirais - perfil para encadernação, de plástico e outros materiais classificados nas posições 3901 a 3914",Produtos de papelaria
19.004.00,4.0,"Artigos de escritório e artigos escolares de plástico e outros materiais classificados nas posições 3901 a 3914, exceto estojos",Produtos de papelaria
19.005.00,5.0,"Maletas e pastas para documentos e de estudante, e artefatos semelhantes",Produtos de papelaria
19.005.01,5.1,"Baús, malas e maletas para viagem",Produtos de papelaria
19.006.00,6.0,Prancheta de plástico,Produtos de papelaria
19.007.00,7.0,Bobina para fax,Produtos de papelaria
19.008.00,8.0,Papel seda,Produtos de papelaria
19.009.00,9.0,"Bobina para máquina de calcular, PDV ou equipamentos similares",Produtos de papelaria
19.010.00,10.0,"Cartolina escolar e papel cartão, brancos e coloridos; recados auto adesivos (LP note); papéis de presente, todos cortados em tamanho pronto para uso escolar e doméstico",Produtos de papelaria
19.011.00,11.0,"Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia “Thermo-autochrome”, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela",Produtos de papelaria
